set STUDENTS := 1..200;
set ROOMS := 1..100;

param roomRanking := 
   157 26 47
   157 27 31
   157 28 18
   157 29 54
   157 30 38
   157 31 21
   157 32 23
   157 33 3
   157 34 31
   157 35 75
   157 36 80
   157 37 62
   157 38 85
   157 39 57
   157 40 22
   157 41 89
   157 42 82
   157 43 93
   157 44 55
   157 45 51
   157 46 79
   157 47 60
   157 48 46
   157 49 20
   157 50 28
   157 51 38
   157 52 83
   157 53 28
   157 54 44
   157 55 49
   157 56 92
   157 57 93
   157 58 94
   157 59 71
   157 60 65
   157 61 87
   157 62 83
   157 63 89
   157 64 55
   157 65 7
   157 66 87
   157 67 64
   157 68 65
   157 69 84
   157 70 66
   157 71 23
   157 72 22
   157 73 65
   157 74 82
   157 75 19
   157 76 76
   157 77 74
   157 78 28
   157 79 39
   157 80 25
   157 81 13
   157 82 44
   157 83 80
   157 84 40
   157 85 60
   157 86 71
   157 87 42
   157 88 99
   157 89 49
   157 90 74
   157 91 53
   157 92 100
   157 93 6
   157 94 38
   157 95 87
   157 96 38
   157 97 1
   157 98 83
   157 99 6
   157 100 78
   158 1 8
   158 2 78
   158 3 15
   158 4 62
   158 5 91
   158 6 63
   158 7 55
   158 8 67
   158 9 8
   158 10 25
   158 11 64
   158 12 96
   158 13 23
   158 14 48
   158 15 73
   158 16 5
   158 17 15
   158 18 90
   158 19 56
   158 20 13
   158 21 98
   158 22 30
   158 23 42
   158 24 90
   158 25 94
   158 26 79
   158 27 18
   158 28 93
   158 29 64
   158 30 79
   158 31 43
   158 32 17
   158 33 97
   158 34 19
   158 35 17
   158 36 34
   158 37 79
   158 38 44
   158 39 93
   158 40 82
   158 41 11
   158 42 69
   158 43 72
   158 44 32
   158 45 82
   158 46 30
   158 47 70
   158 48 72
   158 49 56
   158 50 17
   158 51 58
   158 52 7
   158 53 77
   158 54 73
   158 55 53
   158 56 41
   158 57 59
   158 58 94
   158 59 46
   158 60 5
   158 61 22
   158 62 92
   158 63 100
   158 64 58
   158 65 88
   158 66 56
   158 67 53
   158 68 51
   158 69 51
   158 70 12
   158 71 11
   158 72 93
   158 73 45
   158 74 82
   158 75 9
   158 76 81
   158 77 73
   158 78 70
   158 79 73
   158 80 28
   158 81 26
   158 82 32
   158 83 100
   158 84 46
   158 85 29
   158 86 64
   158 87 12
   158 88 49
   158 89 56
   158 90 82
   158 91 74
   158 92 40
   158 93 9
   158 94 17
   158 95 61
   158 96 30
   158 97 88
   158 98 54
   158 99 86
   158 100 36
   159 1 89
   159 2 73
   159 3 48
   159 4 54
   159 5 61
   159 6 31
   159 7 32
   159 8 72
   159 9 38
   159 10 23
   159 11 48
   159 12 66
   159 13 40
   159 14 95
   159 15 99
   159 16 24
   159 17 91
   159 18 34
   159 19 50
   159 20 89
   159 21 52
   159 22 13
   159 23 70
   159 24 90
   159 25 6
   159 26 40
   159 27 24
   159 28 29
   159 29 94
   159 30 38
   159 31 93
   159 32 69
   159 33 46
   159 34 76
   159 35 100
   159 36 69
   159 37 34
   159 38 66
   159 39 88
   159 40 14
   159 41 6
   159 42 76
   159 43 59
   159 44 40
   159 45 78
   159 46 95
   159 47 86
   159 48 4
   159 49 94
   159 50 79
   159 51 12
   159 52 3
   159 53 76
   159 54 51
   159 55 70
   159 56 38
   159 57 9
   159 58 20
   159 59 91
   159 60 65
   159 61 53
   159 62 78
   159 63 61
   159 64 21
   159 65 10
   159 66 28
   159 67 41
   159 68 63
   159 69 86
   159 70 23
   159 71 66
   159 72 94
   159 73 8
   159 74 14
   159 75 67
   159 76 41
   159 77 77
   159 78 58
   159 79 58
   159 80 70
   159 81 45
   159 82 24
   159 83 42
   159 84 5
   159 85 87
   159 86 28
   159 87 16
   159 88 2
   159 89 41
   159 90 3
   159 91 2
   159 92 81
   159 93 97
   159 94 68
   159 95 10
   159 96 6
   159 97 4
   159 98 44
   159 99 57
   159 100 64
   160 1 37
   160 2 10
   160 3 86
   160 4 50
   160 5 13
   160 6 14
   160 7 95
   160 8 96
   160 9 63
   160 10 17
   160 11 50
   160 12 66
   160 13 24
   160 14 24
   160 15 70
   160 16 49
   160 17 11
   160 18 17
   160 19 99
   160 20 34
   160 21 32
   160 22 65
   160 23 98
   160 24 65
   160 25 86
   160 26 62
   160 27 76
   160 28 95
   160 29 62
   160 30 99
   160 31 86
   160 32 16
   160 33 58
   160 34 43
   160 35 8
   160 36 37
   160 37 45
   160 38 32
   160 39 99
   160 40 28
   160 41 89
   160 42 3
   160 43 44
   160 44 54
   160 45 16
   160 46 74
   160 47 40
   160 48 22
   160 49 30
   160 50 15
   160 51 4
   160 52 20
   160 53 17
   160 54 38
   160 55 35
   160 56 62
   160 57 87
   160 58 79
   160 59 97
   160 60 79
   160 61 69
   160 62 5
   160 63 7
   160 64 20
   160 65 76
   160 66 45
   160 67 93
   160 68 55
   160 69 49
   160 70 15
   160 71 47
   160 72 61
   160 73 24
   160 74 8
   160 75 90
   160 76 76
   160 77 39
   160 78 89
   160 79 65
   160 80 21
   160 81 28
   160 82 70
   160 83 55
   160 84 67
   160 85 14
   160 86 22
   160 87 19
   160 88 69
   160 89 31
   160 90 42
   160 91 39
   160 92 80
   160 93 24
   160 94 63
   160 95 2
   160 96 92
   160 97 37
   160 98 99
   160 99 98
   160 100 55
   161 1 10
   161 2 49
   161 3 46
   161 4 31
   161 5 56
   161 6 24
   161 7 99
   161 8 7
   161 9 97
   161 10 14
   161 11 41
   161 12 91
   161 13 63
   161 14 97
   161 15 11
   161 16 14
   161 17 51
   161 18 91
   161 19 95
   161 20 57
   161 21 10
   161 22 76
   161 23 85
   161 24 10
   161 25 62
   161 26 67
   161 27 7
   161 28 56
   161 29 80
   161 30 100
   161 31 85
   161 32 42
   161 33 3
   161 34 6
   161 35 94
   161 36 36
   161 37 74
   161 38 25
   161 39 1
   161 40 100
   161 41 26
   161 42 94
   161 43 9
   161 44 22
   161 45 79
   161 46 84
   161 47 47
   161 48 30
   161 49 41
   161 50 80
   161 51 31
   161 52 75
   161 53 23
   161 54 21
   161 55 57
   161 56 10
   161 57 80
   161 58 53
   161 59 56
   161 60 74
   161 61 54
   161 62 19
   161 63 90
   161 64 64
   161 65 60
   161 66 57
   161 67 92
   161 68 25
   161 69 98
   161 70 19
   161 71 31
   161 72 56
   161 73 73
   161 74 27
   161 75 73
   161 76 71
   161 77 59
   161 78 63
   161 79 81
   161 80 26
   161 81 90
   161 82 78
   161 83 15
   161 84 43
   161 85 73
   161 86 70
   161 87 57
   161 88 79
   161 89 75
   161 90 45
   161 91 62
   161 92 66
   161 93 49
   161 94 97
   161 95 82
   161 96 5
   161 97 94
   161 98 38
   161 99 10
   161 100 75
   162 1 40
   162 2 61
   162 3 42
   162 4 42
   162 5 76
   162 6 8
   162 7 3
   162 8 24
   162 9 32
   162 10 85
   162 11 99
   162 12 2
   162 13 26
   162 14 50
   162 15 68
   162 16 15
   162 17 11
   162 18 56
   162 19 37
   162 20 1
   162 21 39
   162 22 14
   162 23 99
   162 24 92
   162 25 22
   162 26 81
   162 27 50
   162 28 80
   162 29 31
   162 30 5
   162 31 98
   162 32 7
   162 33 55
   162 34 16
   162 35 19
   162 36 73
   162 37 84
   162 38 51
   162 39 61
   162 40 77
   162 41 84
   162 42 100
   162 43 51
   162 44 4
   162 45 14
   162 46 58
   162 47 41
   162 48 68
   162 49 4
   162 50 56
   162 51 15
   162 52 99
   162 53 65
   162 54 12
   162 55 70
   162 56 15
   162 57 51
   162 58 38
   162 59 31
   162 60 33
   162 61 1
   162 62 19
   162 63 41
   162 64 40
   162 65 56
   162 66 76
   162 67 19
   162 68 61
   162 69 94
   162 70 86
   162 71 24
   162 72 65
   162 73 36
   162 74 49
   162 75 47
   162 76 33
   162 77 10
   162 78 57
   162 79 76
   162 80 86
   162 81 7
   162 82 50
   162 83 58
   162 84 79
   162 85 41
   162 86 67
   162 87 50
   162 88 37
   162 89 32
   162 90 81
   162 91 94
   162 92 54
   162 93 1
   162 94 96
   162 95 69
   162 96 71
   162 97 90
   162 98 77
   162 99 98
   162 100 45
   163 1 3
   163 2 57
   163 3 42
   163 4 61
   163 5 2
   163 6 72
   163 7 44
   163 8 89
   163 9 43
   163 10 9
   163 11 98
   163 12 14
   163 13 84
   163 14 42
   163 15 38
   163 16 7
   163 17 62
   163 18 4
   163 19 41
   163 20 70
   163 21 44
   163 22 1
   163 23 81
   163 24 28
   163 25 58
   163 26 4
   163 27 39
   163 28 76
   163 29 6
   163 30 15
   163 31 83
   163 32 6
   163 33 87
   163 34 28
   163 35 47
   163 36 2
   163 37 20
   163 38 70
   163 39 32
   163 40 22
   163 41 58
   163 42 9
   163 43 37
   163 44 40
   163 45 1
   163 46 66
   163 47 12
   163 48 48
   163 49 86
   163 50 82
   163 51 100
   163 52 70
   163 53 1
   163 54 85
   163 55 68
   163 56 11
   163 57 47
   163 58 2
   163 59 7
   163 60 1
   163 61 49
   163 62 84
   163 63 45
   163 64 41
   163 65 6
   163 66 3
   163 67 74
   163 68 10
   163 69 69
   163 70 53
   163 71 33
   163 72 64
   163 73 7
   163 74 60
   163 75 72
   163 76 88
   163 77 42
   163 78 75
   163 79 27
   163 80 68
   163 81 47
   163 82 96
   163 83 38
   163 84 4
   163 85 79
   163 86 44
   163 87 23
   163 88 20
   163 89 23
   163 90 92
   163 91 39
   163 92 16
   163 93 51
   163 94 96
   163 95 51
   163 96 52
   163 97 99
   163 98 51
   163 99 3
   163 100 58
   164 1 18
   164 2 49
   164 3 50
   164 4 44
   164 5 21
   164 6 18
   164 7 30
   164 8 53
   164 9 91
   164 10 51
   164 11 5
   164 12 19
   164 13 34
   164 14 84
   164 15 54
   164 16 97
   164 17 5
   164 18 42
   164 19 87
   164 20 93
   164 21 38
   164 22 97
   164 23 74
   164 24 62
   164 25 84
   164 26 76
   164 27 13
   164 28 14
   164 29 65
   164 30 18
   164 31 11
   164 32 24
   164 33 7
   164 34 22
   164 35 91
   164 36 6
   164 37 61
   164 38 59
   164 39 90
   164 40 7
   164 41 89
   164 42 53
   164 43 86
   164 44 59
   164 45 47
   164 46 15
   164 47 15
   164 48 10
   164 49 1
   164 50 47
   164 51 49
   164 52 47
   164 53 82
   164 54 23
   164 55 99
   164 56 25
   164 57 15
   164 58 1
   164 59 40
   164 60 39
   164 61 22
   164 62 37
   164 63 35
   164 64 56
   164 65 98
   164 66 13
   164 67 12
   164 68 15
   164 69 17
   164 70 29
   164 71 11
   164 72 86
   164 73 22
   164 74 87
   164 75 7
   164 76 40
   164 77 16
   164 78 88
   164 79 49
   164 80 1
   164 81 84
   164 82 13
   164 83 92
   164 84 67
   164 85 56
   164 86 82
   164 87 72
   164 88 29
   164 89 4
   164 90 70
   164 91 36
   164 92 50
   164 93 82
   164 94 66
   164 95 18
   164 96 11
   164 97 23
   164 98 61
   164 99 44
   164 100 89
   165 1 28
   165 2 12
   165 3 15
   165 4 40
   165 5 4
   165 6 73
   165 7 44
   165 8 51
   165 9 54
   165 10 57
   165 11 95
   165 12 12
   165 13 4
   165 14 67
   165 15 97
   165 16 59
   165 17 49
   165 18 78
   165 19 73
   165 20 52
   165 21 25
   165 22 33
   165 23 51
   165 24 50
   165 25 5
   165 26 15
   165 27 75
   165 28 28
   165 29 76
   165 30 81
   165 31 47
   165 32 85
   165 33 25
   165 34 26
   165 35 68
   165 36 83
   165 37 74
   165 38 24
   165 39 35
   165 40 20
   165 41 17
   165 42 66
   165 43 93
   165 44 25
   165 45 28
   165 46 30
   165 47 25
   165 48 52
   165 49 87
   165 50 44
   165 51 38
   165 52 81
   165 53 61
   165 54 84
   165 55 87
   165 56 98
   165 57 76
   165 58 95
   165 59 82
   165 60 80
   165 61 57
   165 62 10
   165 63 71
   165 64 6
   165 65 60
   165 66 8
   165 67 8
   165 68 50
   165 69 19
   165 70 35
   165 71 64
   165 72 53
   165 73 76
   165 74 62
   165 75 14
   165 76 21
   165 77 22
   165 78 30
   165 79 6
   165 80 42
   165 81 26
   165 82 98
   165 83 27
   165 84 58
   165 85 47
   165 86 96
   165 87 97
   165 88 86
   165 89 55
   165 90 23
   165 91 50
   165 92 95
   165 93 8
   165 94 56
   165 95 24
   165 96 95
   165 97 56
   165 98 7
   165 99 57
   165 100 57
   166 1 96
   166 2 60
   166 3 2
   166 4 30
   166 5 88
   166 6 10
   166 7 59
   166 8 46
   166 9 52
   166 10 53
   166 11 61
   166 12 20
   166 13 80
   166 14 29
   166 15 75
   166 16 63
   166 17 88
   166 18 79
   166 19 70
   166 20 33
   166 21 36
   166 22 85
   166 23 25
   166 24 93
   166 25 28
   166 26 58
   166 27 62
   166 28 90
   166 29 43
   166 30 25
   166 31 86
   166 32 3
   166 33 80
   166 34 18
   166 35 20
   166 36 81
   166 37 56
   166 38 31
   166 39 43
   166 40 42
   166 41 84
   166 42 50
   166 43 16
   166 44 74
   166 45 76
   166 46 4
   166 47 7
   166 48 41
   166 49 7
   166 50 38
   166 51 66
   166 52 30
   166 53 65
   166 54 60
   166 55 30
   166 56 27
   166 57 55
   166 58 59
   166 59 58
   166 60 21
   166 61 87
   166 62 86
   166 63 11
   166 64 44
   166 65 96
   166 66 97
   166 67 25
   166 68 15
   166 69 74
   166 70 52
   166 71 21
   166 72 10
   166 73 24
   166 74 97
   166 75 96
   166 76 85
   166 77 87
   166 78 94
   166 79 51
   166 80 60
   166 81 43
   166 82 63
   166 83 76
   166 84 99
   166 85 18
   166 86 11
   166 87 32
   166 88 99
   166 89 61
   166 90 13
   166 91 30
   166 92 17
   166 93 60
   166 94 6
   166 95 61
   166 96 15
   166 97 18
   166 98 5
   166 99 67
   166 100 90
   167 1 94
   167 2 7
   167 3 52
   167 4 12
   167 5 51
   167 6 29
   167 7 65
   167 8 84
   167 9 67
   167 10 99
   167 11 90
   167 12 37
   167 13 29
   167 14 76
   167 15 17
   167 16 13
   167 17 89
   167 18 52
   167 19 12
   167 20 60
   167 21 58
   167 22 68
   167 23 73
   167 24 66
   167 25 70
   167 26 100
   167 27 79
   167 28 90
   167 29 62
   167 30 41
   167 31 52
   167 32 10
   167 33 31
   167 34 74
   167 35 84
   167 36 75
   167 37 35
   167 38 65
   167 39 4
   167 40 68
   167 41 68
   167 42 51
   167 43 5
   167 44 67
   167 45 72
   167 46 30
   167 47 53
   167 48 84
   167 49 75
   167 50 65
   167 51 17
   167 52 5
   167 53 98
   167 54 46
   167 55 42
   167 56 81
   167 57 25
   167 58 64
   167 59 12
   167 60 94
   167 61 75
   167 62 84
   167 63 40
   167 64 9
   167 65 23
   167 66 30
   167 67 84
   167 68 67
   167 69 68
   167 70 65
   167 71 20
   167 72 48
   167 73 77
   167 74 73
   167 75 68
   167 76 10
   167 77 2
   167 78 14
   167 79 64
   167 80 15
   167 81 38
   167 82 19
   167 83 7
   167 84 88
   167 85 40
   167 86 34
   167 87 88
   167 88 75
   167 89 57
   167 90 4
   167 91 16
   167 92 53
   167 93 31
   167 94 50
   167 95 18
   167 96 13
   167 97 74
   167 98 60
   167 99 39
   167 100 83
   168 1 96
   168 2 22
   168 3 12
   168 4 53
   168 5 84
   168 6 98
   168 7 59
   168 8 11
   168 9 91
   168 10 91
   168 11 83
   168 12 1
   168 13 46
   168 14 76
   168 15 43
   168 16 82
   168 17 20
   168 18 68
   168 19 64
   168 20 99
   168 21 73
   168 22 41
   168 23 82
   168 24 10
   168 25 9
   168 26 14
   168 27 65
   168 28 49
   168 29 75
   168 30 17
   168 31 12
   168 32 59
   168 33 82
   168 34 34
   168 35 73
   168 36 10
   168 37 77
   168 38 14
   168 39 2
   168 40 96
   168 41 43
   168 42 58
   168 43 41
   168 44 24
   168 45 56
   168 46 17
   168 47 39
   168 48 51
   168 49 88
   168 50 11
   168 51 85
   168 52 43
   168 53 53
   168 54 7
   168 55 79
   168 56 65
   168 57 50
   168 58 14
   168 59 81
   168 60 51
   168 61 72
   168 62 69
   168 63 23
   168 64 93
   168 65 23
   168 66 66
   168 67 88
   168 68 45
   168 69 43
   168 70 94
   168 71 19
   168 72 47
   168 73 78
   168 74 16
   168 75 42
   168 76 91
   168 77 84
   168 78 46
   168 79 51
   168 80 23
   168 81 13
   168 82 19
   168 83 17
   168 84 98
   168 85 63
   168 86 4
   168 87 41
   168 88 100
   168 89 46
   168 90 9
   168 91 33
   168 92 99
   168 93 73
   168 94 30
   168 95 80
   168 96 9
   168 97 97
   168 98 54
   168 99 13
   168 100 1
   169 1 100
   169 2 30
   169 3 7
   169 4 100
   169 5 78
   169 6 99
   169 7 55
   169 8 13
   169 9 13
   169 10 96
   169 11 71
   169 12 43
   169 13 46
   169 14 92
   169 15 100
   169 16 30
   169 17 42
   169 18 34
   169 19 63
   169 20 77
   169 21 75
   169 22 40
   169 23 58
   169 24 75
   169 25 90
   169 26 27
   169 27 78
   169 28 94
   169 29 61
   169 30 39
   169 31 16
   169 32 13
   169 33 6
   169 34 96
   169 35 33
   169 36 75
   169 37 79
   169 38 4
   169 39 31
   169 40 14
   169 41 80
   169 42 14
   169 43 26
   169 44 85
   169 45 53
   169 46 68
   169 47 17
   169 48 11
   169 49 48
   169 50 28
   169 51 70
   169 52 61
   169 53 87
   169 54 88
   169 55 52
   169 56 99
   169 57 86
   169 58 90
   169 59 83
   169 60 15
   169 61 49
   169 62 32
   169 63 36
   169 64 44
   169 65 73
   169 66 39
   169 67 87
   169 68 86
   169 69 21
   169 70 14
   169 71 5
   169 72 11
   169 73 19
   169 74 83
   169 75 58
   169 76 8
   169 77 28
   169 78 26
   169 79 39
   169 80 61
   169 81 51
   169 82 66
   169 83 92
   169 84 26
   169 85 28
   169 86 61
   169 87 45
   169 88 30
   169 89 68
   169 90 68
   169 91 60
   169 92 85
   169 93 43
   169 94 26
   169 95 3
   169 96 99
   169 97 100
   169 98 60
   169 99 90
   169 100 60
   170 1 84
   170 2 13
   170 3 93
   170 4 84
   170 5 34
   170 6 98
   170 7 5
   170 8 42
   170 9 90
   170 10 2
   170 11 9
   170 12 10
   170 13 62
   170 14 10
   170 15 19
   170 16 75
   170 17 31
   170 18 15
   170 19 36
   170 20 77
   170 21 67
   170 22 87
   170 23 48
   170 24 29
   170 25 77
   170 26 22
   170 27 30
   170 28 9
   170 29 77
   170 30 59
   170 31 65
   170 32 35
   170 33 82
   170 34 85
   170 35 42
   170 36 17
   170 37 18
   170 38 86
   170 39 89
   170 40 10
   170 41 40
   170 42 13
   170 43 68
   170 44 100
   170 45 2
   170 46 45
   170 47 22
   170 48 32
   170 49 72
   170 50 87
   170 51 44
   170 52 16
   170 53 67
   170 54 99
   170 55 100
   170 56 42
   170 57 25
   170 58 53
   170 59 63
   170 60 69
   170 61 35
   170 62 28
   170 63 60
   170 64 68
   170 65 26
   170 66 6
   170 67 24
   170 68 88
   170 69 47
   170 70 42
   170 71 57
   170 72 56
   170 73 87
   170 74 34
   170 75 41
   170 76 78
   170 77 21
   170 78 47
   170 79 87
   170 80 19
   170 81 56
   170 82 56
   170 83 84
   170 84 36
   170 85 33
   170 86 83
   170 87 81
   170 88 31
   170 89 99
   170 90 76
   170 91 22
   170 92 40
   170 93 27
   170 94 50
   170 95 22
   170 96 91
   170 97 97
   170 98 86
   170 99 77
   170 100 36
   171 1 29
   171 2 81
   171 3 59
   171 4 95
   171 5 53
   171 6 70
   171 7 87
   171 8 77
   171 9 57
   171 10 97
   171 11 7
   171 12 45
   171 13 1
   171 14 84
   171 15 68
   171 16 13
   171 17 52
   171 18 25
   171 19 63
   171 20 54
   171 21 82
   171 22 23
   171 23 40
   171 24 73
   171 25 17
   171 26 18
   171 27 43
   171 28 5
   171 29 95
   171 30 50
   171 31 18
   171 32 28
   171 33 99
   171 34 36
   171 35 44
   171 36 97
   171 37 89
   171 38 90
   171 39 33
   171 40 55
   171 41 75
   171 42 90
   171 43 30
   171 44 97
   171 45 76
   171 46 30
   171 47 15
   171 48 97
   171 49 23
   171 50 26
   171 51 87
   171 52 37
   171 53 10
   171 54 54
   171 55 49
   171 56 38
   171 57 15
   171 58 46
   171 59 22
   171 60 40
   171 61 77
   171 62 52
   171 63 57
   171 64 65
   171 65 83
   171 66 73
   171 67 51
   171 68 56
   171 69 57
   171 70 30
   171 71 77
   171 72 13
   171 73 96
   171 74 99
   171 75 48
   171 76 8
   171 77 64
   171 78 24
   171 79 11
   171 80 50
   171 81 24
   171 82 51
   171 83 74
   171 84 70
   171 85 65
   171 86 91
   171 87 72
   171 88 7
   171 89 60
   171 90 16
   171 91 2
   171 92 86
   171 93 55
   171 94 8
   171 95 70
   171 96 95
   171 97 92
   171 98 26
   171 99 38
   171 100 18
   172 1 66
   172 2 30
   172 3 80
   172 4 71
   172 5 15
   172 6 3
   172 7 22
   172 8 67
   172 9 26
   172 10 61
   172 11 37
   172 12 79
   172 13 3
   172 14 1
   172 15 52
   172 16 17
   172 17 72
   172 18 24
   172 19 27
   172 20 24
   172 21 73
   172 22 73
   172 23 85
   172 24 18
   172 25 98
   172 26 32
   172 27 23
   172 28 46
   172 29 33
   172 30 12
   172 31 10
   172 32 12
   172 33 2
   172 34 32
   172 35 100
   172 36 73
   172 37 30
   172 38 88
   172 39 64
   172 40 93
   172 41 9
   172 42 75
   172 43 60
   172 44 59
   172 45 96
   172 46 75
   172 47 65
   172 48 46
   172 49 82
   172 50 24
   172 51 62
   172 52 34
   172 53 90
   172 54 51
   172 55 82
   172 56 10
   172 57 96
   172 58 56
   172 59 73
   172 60 92
   172 61 19
   172 62 42
   172 63 51
   172 64 37
   172 65 76
   172 66 32
   172 67 86
   172 68 63
   172 69 85
   172 70 42
   172 71 76
   172 72 93
   172 73 16
   172 74 15
   172 75 98
   172 76 32
   172 77 33
   172 78 16
   172 79 94
   172 80 44
   172 81 32
   172 82 98
   172 83 60
   172 84 43
   172 85 6
   172 86 74
   172 87 87
   172 88 41
   172 89 85
   172 90 83
   172 91 86
   172 92 47
   172 93 28
   172 94 27
   172 95 34
   172 96 18
   172 97 57
   172 98 6
   172 99 90
   172 100 100
   173 1 7
   173 2 76
   173 3 19
   173 4 14
   173 5 33
   173 6 48
   173 7 64
   173 8 55
   173 9 66
   173 10 50
   173 11 80
   173 12 20
   173 13 58
   173 14 52
   173 15 28
   173 16 48
   173 17 84
   173 18 84
   173 19 30
   173 20 100
   173 21 84
   173 22 35
   173 23 91
   173 24 44
   173 25 96
   173 26 98
   173 27 3
   173 28 71
   173 29 63
   173 30 95
   173 31 63
   173 32 65
   173 33 98
   173 34 11
   173 35 81
   173 36 27
   173 37 58
   173 38 79
   173 39 80
   173 40 32
   173 41 39
   173 42 96
   173 43 87
   173 44 62
   173 45 64
   173 46 23
   173 47 30
   173 48 6
   173 49 53
   173 50 16
   173 51 50
   173 52 97
   173 53 40
   173 54 69
   173 55 51
   173 56 8
   173 57 87
   173 58 57
   173 59 78
   173 60 6
   173 61 50
   173 62 37
   173 63 100
   173 64 14
   173 65 63
   173 66 52
   173 67 78
   173 68 57
   173 69 87
   173 70 6
   173 71 81
   173 72 70
   173 73 78
   173 74 60
   173 75 9
   173 76 17
   173 77 85
   173 78 4
   173 79 63
   173 80 99
   173 81 25
   173 82 49
   173 83 43
   173 84 74
   173 85 84
   173 86 41
   173 87 1
   173 88 42
   173 89 27
   173 90 2
   173 91 52
   173 92 1
   173 93 94
   173 94 73
   173 95 39
   173 96 42
   173 97 66
   173 98 99
   173 99 85
   173 100 19
   174 1 9
   174 2 99
   174 3 87
   174 4 34
   174 5 64
   174 6 30
   174 7 76
   174 8 80
   174 9 26
   174 10 19
   174 11 58
   174 12 100
   174 13 45
   174 14 99
   174 15 25
   174 16 23
   174 17 56
   174 18 38
   174 19 25
   174 20 41
   174 21 62
   174 22 67
   174 23 55
   174 24 89
   174 25 87
   174 26 88
   174 27 31
   174 28 41
   174 29 65
   174 30 33
   174 31 23
   174 32 3
   174 33 89
   174 34 35
   174 35 36
   174 36 45
   174 37 43
   174 38 13
   174 39 96
   174 40 57
   174 41 48
   174 42 72
   174 43 61
   174 44 47
   174 45 74
   174 46 97
   174 47 59
   174 48 88
   174 49 36
   174 50 11
   174 51 41
   174 52 85
   174 53 14
   174 54 70
   174 55 81
   174 56 58
   174 57 13
   174 58 42
   174 59 12
   174 60 100
   174 61 72
   174 62 91
   174 63 59
   174 64 50
   174 65 18
   174 66 23
   174 67 66
   174 68 66
   174 69 3
   174 70 21
   174 71 97
   174 72 3
   174 73 10
   174 74 71
   174 75 25
   174 76 55
   174 77 10
   174 78 9
   174 79 1
   174 80 85
   174 81 73
   174 82 24
   174 83 29
   174 84 58
   174 85 33
   174 86 19
   174 87 32
   174 88 31
   174 89 4
   174 90 9
   174 91 30
   174 92 33
   174 93 11
   174 94 72
   174 95 96
   174 96 57
   174 97 6
   174 98 88
   174 99 30
   174 100 73
   175 1 31
   175 2 63
   175 3 69
   175 4 28
   175 5 73
   175 6 78
   175 7 13
   175 8 97
   175 9 62
   175 10 7
   175 11 58
   175 12 16
   175 13 46
   175 14 22
   175 15 37
   175 16 4
   175 17 53
   175 18 2
   175 19 4
   175 20 3
   175 21 56
   175 22 42
   175 23 74
   175 24 74
   175 25 28
   175 26 24
   175 27 37
   175 28 95
   175 29 87
   175 30 67
   175 31 62
   175 32 45
   175 33 12
   175 34 56
   175 35 53
   175 36 90
   175 37 67
   175 38 89
   175 39 6
   175 40 62
   175 41 78
   175 42 35
   175 43 78
   175 44 59
   175 45 9
   175 46 85
   175 47 62
   175 48 87
   175 49 19
   175 50 12
   175 51 50
   175 52 88
   175 53 66
   175 54 89
   175 55 71
   175 56 66
   175 57 72
   175 58 12
   175 59 39
   175 60 7
   175 61 55
   175 62 4
   175 63 63
   175 64 85
   175 65 66
   175 66 15
   175 67 19
   175 68 41
   175 69 95
   175 70 71
   175 71 93
   175 72 74
   175 73 71
   175 74 56
   175 75 96
   175 76 21
   175 77 60
   175 78 99
   175 79 34
   175 80 95
   175 81 94
   175 82 32
   175 83 33
   175 84 3
   175 85 4
   175 86 17
   175 87 62
   175 88 99
   175 89 82
   175 90 30
   175 91 42
   175 92 53
   175 93 32
   175 94 33
   175 95 57
   175 96 71
   175 97 62
   175 98 8
   175 99 50
   175 100 75
   176 1 71
   176 2 87
   176 3 20
   176 4 60
   176 5 95
   176 6 10
   176 7 72
   176 8 100
   176 9 95
   176 10 80
   176 11 73
   176 12 88
   176 13 6
   176 14 10
   176 15 12
   176 16 2
   176 17 87
   176 18 21
   176 19 95
   176 20 76
   176 21 40
   176 22 91
   176 23 61
   176 24 42
   176 25 79
   176 26 47
   176 27 93
   176 28 27
   176 29 97
   176 30 69
   176 31 27
   176 32 47
   176 33 23
   176 34 43
   176 35 100
   176 36 24
   176 37 92
   176 38 57
   176 39 89
   176 40 37
   176 41 17
   176 42 84
   176 43 20
   176 44 29
   176 45 10
   176 46 87
   176 47 3
   176 48 60
   176 49 72
   176 50 19
   176 51 39
   176 52 19
   176 53 41
   176 54 41
   176 55 26
   176 56 97
   176 57 67
   176 58 6
   176 59 63
   176 60 24
   176 61 94
   176 62 75
   176 63 69
   176 64 30
   176 65 17
   176 66 14
   176 67 90
   176 68 5
   176 69 90
   176 70 51
   176 71 97
   176 72 79
   176 73 69
   176 74 53
   176 75 85
   176 76 39
   176 77 90
   176 78 90
   176 79 29
   176 80 1
   176 81 96
   176 82 24
   176 83 62
   176 84 45
   176 85 97
   176 86 82
   176 87 74
   176 88 17
   176 89 69
   176 90 88
   176 91 78
   176 92 41
   176 93 25
   176 94 10
   176 95 23
   176 96 31
   176 97 38
   176 98 80
   176 99 30
   176 100 27
   177 1 27
   177 2 44
   177 3 6
   177 4 3
   177 5 80
   177 6 34
   177 7 50
   177 8 7
   177 9 40
   177 10 5
   177 11 79
   177 12 80
   177 13 53
   177 14 91
   177 15 36
   177 16 98
   177 17 8
   177 18 1
   177 19 95
